class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,3.48,b,g,n,f,x,d,w,4.06,3.23,,,y,,,f,f,,g,u
e,9.5,x,s,k,f,a,c,w,4.89,18.06,,,w,,,f,f,,d,u
e,2.75,f,y,n,f,d,d,p,6.04,3.4,,i,n,,,f,f,,h,u
e,4.3,x,,w,f,x,c,n,8.08,8.85,b,,w,,w,t,,,d,s
p,2.46,b,t,n,f,,,n,6.97,4.69,,,w,,,t,,k,g,a
p,5.83,f,d,n,t,d,c,y,6.32,7.96,,,e,,,f,f,,d,u
e,4.03,x,d,y,t,p,,y,6.72,13.51,,,y,,,f,f,,d,a
e,9.81,f,,n,f,s,c,u,7.76,19.04,,,u,,,f,f,,d,w
p,2.84,x,y,y,f,a,,w,5.66,3.55,,y,y,,,t,r,,h,u
p,15.21,s,s,n,f,d,c,y,5.28,29.82,,k,n,,,f,f,,d,a
e,1.49,x,w,g,f,,d,k,5.19,2.64,,,w,,,f,f,,d,s
p,6.06,o,t,n,f,,c,o,1.5,13.43,,,y,,,f,f,,d,a
e,9.11,p,s,w,f,e,c,k,16.78,11.94,,s,w,,,t,e,,u,a
p,3.08,b,,k,f,a,,k,9.31,2.51,,,g,,w,f,f,k,g,a
p,2.85,f,w,y,f,a,,y,4.66,4.9,,t,r,,,f,f,,d,a
e,2.7,f,y,n,f,d,d,p,7.71,3.63,,i,n,,,f,f,,h,u
p,6.37,f,d,n,f,d,c,n,6.62,6.83,,i,n,,,t,,,d,u
p,2.58,f,,w,f,a,c,w,3.21,3.27,,i,u,,,f,f,,d,u
p,1.82,b,g,y,f,,c,n,5.03,2.57,,,n,,,f,f,,g,u
p,2.0,b,,n,f,a,,g,4.8,1.85,,s,n,,,f,f,,d,u
e,3.39,x,s,w,f,d,d,w,2.86,5.38,,,w,,,f,f,,g,a
p,4.45,x,h,y,f,a,c,y,5.73,7.53,,g,o,,,f,f,,g,a
e,9.26,s,,g,f,s,c,g,7.24,23.13,b,,u,,,f,f,,g,w
e,8.12,x,h,y,f,p,,y,8.03,16.3,,,y,,y,t,,,d,a
e,6.86,p,,n,f,f,f,f,5.63,20.75,,,n,,,f,f,,l,s
p,2.23,b,,n,f,a,,g,5.49,2.34,,s,n,,,f,f,,d,u
p,1.74,p,t,n,f,a,c,n,7.74,2.61,,t,y,,,t,e,,m,a
p,2.0,c,h,y,f,,,y,7.83,2.9,,,y,,,f,f,,g,a
p,12.43,x,t,r,t,d,c,n,6.07,14.83,,,n,,,f,f,,h,a
e,4.43,b,g,g,f,a,d,g,5.45,3.35,,s,n,,,f,f,,d,s
e,5.29,f,s,e,f,a,d,w,7.81,12.07,,i,n,,,t,,w,d,a
e,15.55,f,y,w,f,,,w,26.41,20.85,s,,n,,,t,m,,d,u
e,6.65,x,,e,f,x,c,w,7.5,18.6,,s,w,,,f,f,,d,u
p,3.27,x,h,l,f,s,c,n,5.62,6.32,,y,n,,,t,e,k,m,a
p,3.05,b,w,u,f,a,c,g,5.73,5.01,,s,u,,,f,f,,l,u
p,2.75,s,w,n,t,d,c,n,2.99,5.48,,,n,,,f,f,,d,a
p,4.11,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
e,4.12,x,,w,f,a,,r,5.3,7.18,,,l,,,f,f,,l,u
p,6.38,x,d,n,t,d,c,n,8.41,9.13,,,n,,,f,f,,d,a
p,8.35,x,y,w,t,,,p,7.88,14.79,s,,w,,,t,l,,g,a
e,12.51,f,,l,f,d,c,w,2.49,14.64,,,w,,,f,f,,d,a
p,6.21,p,y,g,f,,,w,12.97,13.2,,s,w,,,t,z,,d,u
e,7.88,x,t,y,f,p,,y,8.51,15.46,,,y,,y,t,,,d,a
e,5.33,x,t,g,f,a,d,n,6.23,5.58,,t,w,,,t,l,,d,w
e,4.44,x,t,n,f,d,,o,6.2,7.52,,t,w,,,f,f,,d,w
p,8.39,f,h,e,f,x,d,w,6.11,17.29,b,,w,,,f,f,,d,u
p,1.98,c,h,n,f,,,n,7.31,2.83,,,y,,,f,f,,g,u
p,7.75,f,d,e,t,d,c,y,7.5,10.58,,,e,,,f,f,,d,a
p,8.45,x,g,n,f,e,,w,7.84,14.45,,y,w,u,w,t,p,,d,a
e,10.24,x,y,n,t,e,,p,8.7,17.57,,y,w,,,t,p,,l,a
p,7.1,s,t,n,f,x,c,y,4.65,16.64,,,y,,,f,f,,d,a
p,1.94,p,t,n,f,a,c,g,7.37,2.57,,t,y,,,t,e,,m,u
e,5.52,x,d,n,t,p,,y,7.3,14.9,,,y,,,f,f,,d,a
e,14.89,x,d,o,f,p,,w,16.17,35.22,s,y,w,,,f,f,,d,u
p,4.85,x,s,n,t,s,d,r,4.47,12.55,r,i,w,,,f,f,,d,a
p,4.53,b,t,l,f,s,c,u,5.71,7.61,,y,l,,,t,e,u,d,u
p,5.59,f,d,n,f,a,c,y,5.31,6.41,,i,n,,,t,,,d,u
p,4.46,x,t,n,f,s,c,n,6.61,10.22,,,w,,n,t,z,,d,a
p,9.46,s,,r,t,d,,o,4.82,12.68,,,w,,,t,f,,d,u
e,6.7,x,y,n,f,e,c,w,6.23,10.37,,y,n,,,f,f,,d,a
e,1.44,x,s,n,f,d,,w,5.24,1.86,,t,y,,,f,f,,h,u
e,16.07,x,e,n,t,e,,w,9.86,17.08,,,w,,,t,,,g,u
p,8.06,f,y,u,f,s,c,y,6.2,18.42,,y,u,,,f,f,,d,a
e,14.35,f,e,n,f,a,c,w,8.76,26.06,s,,w,,,f,f,,l,a
p,7.06,x,t,e,f,x,d,w,6.33,17.25,b,,w,,,f,f,,d,u
e,11.42,x,e,l,f,x,c,w,7.64,19.55,,,w,,,f,f,,d,a
e,48.81,o,y,y,f,p,,y,5.99,38.09,,k,k,,,f,f,,d,u
p,4.87,x,s,o,f,a,c,y,6.41,9.52,,g,o,,,f,f,,g,u
p,5.7,b,y,n,f,,,g,8.5,12.83,,s,w,,,t,z,,d,a
e,5.17,x,t,g,f,a,d,n,5.55,4.43,,t,w,,,t,l,,d,w
p,2.64,f,,w,f,a,c,n,2.88,3.27,,i,w,,,f,f,,p,a
e,7.95,x,t,n,f,p,d,y,6.48,12.14,,s,n,,,f,f,,d,a
e,15.09,f,s,n,f,a,d,k,7.81,24.06,,,w,,,f,f,w,d,a
e,15.18,p,d,o,f,p,,w,14.4,32.61,s,y,w,,,f,f,,d,u
p,4.35,b,t,n,f,x,c,p,6.38,5.0,,i,g,,,f,f,,g,u
e,7.04,f,,g,f,s,c,b,6.97,18.74,,,u,,,f,f,,d,a
e,7.94,f,s,n,f,s,c,w,6.31,10.69,b,i,w,,,f,f,,l,a
p,7.79,x,w,p,f,s,c,p,4.83,10.35,,,p,,,f,f,,d,a
e,9.4,x,h,n,t,p,,y,6.89,17.07,,,n,,w,t,p,,d,u
e,20.15,x,d,o,f,p,,w,16.26,35.99,s,y,w,,,f,f,,d,u
e,6.86,p,,g,f,a,,w,6.62,12.36,,,g,,,f,f,,d,a
e,5.35,f,s,b,f,x,c,w,6.01,9.62,,s,n,,,f,f,,l,a
p,10.94,s,t,r,t,d,c,n,6.79,15.85,,,n,,,f,f,,h,u
e,3.85,o,,n,f,f,f,f,3.81,18.4,,,n,,,f,f,,d,s
e,5.83,s,s,b,f,d,d,b,5.19,12.09,,,w,,,f,f,,g,w
e,6.65,x,h,n,f,a,d,n,7.15,5.24,,t,g,,,t,l,,d,w
p,3.91,x,t,n,f,a,c,n,4.52,6.07,,y,n,,,t,z,,d,w
p,3.61,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
e,17.13,p,t,n,f,p,,y,14.33,62.02,,,n,,,f,f,,d,a
p,2.27,b,g,w,f,,c,n,5.99,3.06,,,n,,,f,f,,m,u
p,6.69,s,d,n,t,d,c,y,5.51,8.02,,,n,,,f,f,,d,a
e,4.32,x,s,n,f,p,,n,5.05,10.18,,,n,,,f,f,,d,u
p,9.87,s,t,p,t,d,c,p,7.28,14.81,,,p,,,t,f,,d,a
p,1.68,b,h,n,f,a,,n,4.53,1.49,,t,n,,,f,f,,d,u
p,5.13,b,s,g,f,,,k,9.2,12.06,,s,w,,,t,z,,d,u
p,14.73,x,h,y,f,s,,p,7.96,18.73,,i,n,,,f,f,,d,a
p,3.41,s,w,u,f,a,c,g,5.0,4.53,,s,u,,,f,f,,l,u
p,11.96,x,,n,f,e,,w,10.52,14.07,,,w,u,w,t,e,,d,u
e,9.46,s,t,p,t,d,c,o,6.41,17.84,,,w,,,f,f,,d,a
p,3.11,x,t,n,f,s,c,n,5.57,10.03,,,w,,n,t,z,,d,a
e,4.62,x,t,n,f,a,d,n,5.06,3.78,,t,g,,,t,l,,d,u
p,4.04,f,t,n,f,x,c,p,6.55,4.77,,i,g,,,f,f,,g,u
e,7.96,x,s,n,f,e,c,p,7.03,9.78,,i,w,,,f,f,p,d,a
p,4.14,x,t,l,f,s,c,n,6.29,7.87,,y,n,,,t,e,u,g,a
e,11.7,x,t,n,t,p,,y,7.92,22.79,,,n,,,f,f,,d,a
p,1.41,x,g,y,f,d,d,n,1.76,2.33,,s,n,,,f,f,,d,u
p,1.17,s,s,y,f,f,f,f,3.25,5.45,,,y,,,f,f,,d,u
e,5.97,p,,n,f,f,f,f,5.97,21.52,,,n,,,f,f,,d,s
e,9.16,x,s,u,f,a,c,w,4.13,14.08,,,w,,,f,f,,d,u
e,3.46,s,,y,f,f,f,f,6.16,8.0,,,y,,,f,f,,d,a
p,1.52,x,,n,f,,,n,5.26,2.7,,s,n,,,f,f,k,g,u
p,2.84,x,t,n,f,s,c,p,6.46,9.63,,,w,,n,t,z,,d,u
e,4.57,x,,w,f,d,,r,5.47,7.85,,,l,,,f,f,,l,a
p,2.27,x,i,k,f,a,,p,4.46,2.47,,,w,,,f,f,p,g,u
e,2.6,f,g,n,f,a,d,g,5.12,3.08,,s,n,,,f,f,,d,a
e,6.57,x,y,n,f,e,c,p,4.8,8.69,,y,n,,,f,f,,d,u
p,4.13,f,l,e,f,x,d,y,6.65,5.53,,,n,,,f,f,,d,a
e,7.41,f,s,k,f,a,c,w,4.98,16.57,,,w,,,f,f,,d,u
e,6.73,f,s,n,f,s,c,w,5.61,9.38,b,i,w,,,f,f,,l,a
p,7.68,x,g,n,f,e,,w,8.57,14.79,,y,w,u,w,t,p,,d,u
e,0.86,f,g,e,t,a,,w,5.06,0.9,,,n,,,f,f,,d,u
e,8.12,x,,g,f,a,,w,6.9,14.57,,,w,,,f,f,,d,u
p,6.5,s,h,r,t,d,,g,4.44,11.39,,t,n,,,f,f,,d,u
p,4.49,x,h,y,f,a,c,y,6.06,7.99,,g,o,,,f,f,,g,u
e,6.19,x,,n,t,p,,g,9.49,22.87,,y,w,,,f,f,,d,u
e,3.28,x,y,n,f,s,,g,2.97,5.04,,,w,,,f,f,,d,u
p,6.8,x,t,e,f,x,d,w,7.0,17.96,b,,w,,,f,f,,d,a
p,1.27,x,s,y,f,f,f,f,3.89,5.12,,,y,,,f,f,,d,a
e,5.91,s,,n,f,d,c,w,6.09,8.11,,s,w,,,f,f,,d,u
e,14.8,f,,w,f,d,c,y,2.62,17.11,,,w,,,f,f,,d,w
e,4.13,x,t,n,f,d,,o,6.24,8.07,,t,w,,,f,f,,d,w
e,9.59,x,t,n,t,p,,y,8.82,17.97,,,n,,w,t,p,,d,a
e,4.19,f,g,n,f,a,d,g,5.52,3.62,,s,g,,,f,f,,d,a
p,8.74,p,y,n,f,,,k,16.38,18.7,,,w,,,f,f,,d,a
e,11.84,s,,l,f,s,c,b,7.64,20.56,,,u,,,f,f,,d,a
p,2.53,x,d,w,f,a,d,p,3.18,2.18,,h,w,,,f,f,,g,u
p,4.26,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
e,3.35,x,h,o,f,a,d,y,6.03,4.32,,k,o,,,f,f,,d,s
e,3.01,s,,y,f,f,f,f,6.08,6.72,,,o,,,f,f,,d,a
e,4.22,f,y,n,f,e,c,p,3.83,11.03,,,w,,,t,r,,w,a
e,7.94,f,s,w,f,s,c,w,6.74,29.1,,,w,,,f,f,,d,s
e,10.83,s,,g,f,s,c,g,9.35,23.79,b,,u,,,f,f,,g,a
p,4.99,o,,w,f,f,f,f,6.39,34.43,,g,w,,,t,f,,p,a
e,8.24,x,h,y,t,x,c,y,7.84,16.89,,,w,,,f,f,,d,u
p,4.66,s,d,n,t,d,c,w,3.97,7.28,,,n,,,f,f,,d,u
p,2.76,s,,u,f,a,,w,4.08,6.64,,,y,,,f,f,,d,u
p,6.12,o,e,r,f,,c,y,1.31,11.78,,,n,,,f,f,,d,a
p,4.63,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,3.69,x,s,y,f,,c,r,8.41,6.66,,,y,u,w,t,z,r,d,a
p,4.34,b,s,y,f,,c,y,9.68,7.73,,,y,u,w,t,z,r,d,u
p,3.49,x,k,n,f,s,,p,3.85,3.02,,,n,,,f,f,p,g,a
e,6.99,f,s,o,f,d,d,o,6.08,11.9,,,w,,,f,f,,g,a
p,7.49,x,s,n,f,s,,n,5.29,6.82,,y,n,,,f,f,,d,w
e,7.67,f,y,n,f,e,c,n,4.16,11.42,,,w,,,t,l,,w,a
e,3.72,x,t,n,f,d,,o,5.99,7.1,,t,w,,,f,f,,d,a
e,3.45,x,h,n,f,,c,k,6.09,7.0,,s,w,,w,f,f,k,d,a
e,9.84,f,e,b,f,,c,b,4.89,19.48,,,w,,,t,f,,d,a
p,4.9,c,e,y,t,x,c,p,4.81,11.94,,,w,,,f,f,,g,u
e,1.3,b,g,g,f,,,g,3.02,1.48,,,w,,,f,f,,d,w
e,6.75,x,h,n,f,e,,w,13.65,14.0,,s,w,u,w,f,f,,d,u
e,4.48,o,,n,f,f,f,f,4.14,18.28,,,n,,,f,f,,l,s
e,11.56,x,t,n,t,p,,y,8.07,22.53,,,n,,,f,f,,d,u
e,2.65,s,,y,f,f,f,f,6.45,6.64,,,o,,,f,f,,d,a
e,6.47,x,t,n,f,a,d,n,5.79,4.88,,t,g,,,t,l,,d,w
e,8.26,s,,n,f,,,w,5.18,25.12,,,n,,,f,f,,d,u
p,1.06,x,g,w,f,a,d,w,3.01,1.54,,,e,,,f,f,,l,a
e,15.03,s,t,n,f,a,d,k,7.46,22.84,,,w,,,f,f,w,d,w
p,14.96,x,s,n,t,p,,e,8.81,29.58,c,,y,,,f,f,,d,u
p,3.46,f,y,p,f,e,c,w,4.71,3.53,,k,w,,,t,e,,m,a
e,8.96,s,,n,f,,,w,5.22,24.34,,,n,,,f,f,,d,u
p,0.95,x,g,w,f,a,d,w,2.72,1.47,,,n,,,f,f,,d,a
e,3.92,b,g,w,f,x,d,w,4.53,3.13,,,y,,,f,f,,g,a
p,5.91,f,,n,f,d,c,w,6.31,11.13,b,,n,,,f,f,,l,w
p,6.64,f,h,e,f,x,d,w,5.24,17.24,b,,w,,,f,f,,d,a
e,7.05,f,s,n,f,s,c,w,6.51,11.52,b,i,n,,,f,f,,l,a
p,2.85,b,h,n,f,,,k,9.93,4.91,,,w,,,t,,k,g,u
p,3.39,f,w,u,f,a,c,g,5.93,5.42,,s,u,,,f,f,,l,a
e,7.02,s,,n,f,d,c,w,5.31,8.71,,s,w,,,f,f,,h,u
p,0.93,b,t,y,f,,c,k,3.1,2.45,,,n,,,t,f,,g,a
e,3.67,x,k,n,f,p,,e,4.41,10.6,,,n,,,f,f,,d,a
p,5.22,o,s,n,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
e,5.07,x,,y,f,a,c,y,5.77,10.76,,,w,,,f,f,,d,u
p,5.37,c,k,y,t,x,c,y,6.18,12.21,,,w,,,f,f,,d,a
p,3.22,s,w,u,f,a,c,g,4.93,5.31,,s,u,,,f,f,,d,a
p,5.77,x,s,n,t,s,d,r,5.53,14.8,r,y,n,,,f,f,,d,a
p,1.44,o,k,n,f,,,n,4.06,1.35,,,n,,,f,f,,d,w
p,6.11,x,g,n,f,e,,w,7.53,14.06,,y,w,u,w,t,p,,d,a
p,3.13,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
p,9.15,x,d,o,f,a,,y,13.63,23.93,r,,o,,,t,r,n,d,u
p,6.04,x,,g,f,d,c,y,5.74,10.62,b,,n,,,f,f,,l,w
p,13.27,x,g,e,f,e,,w,17.5,17.83,s,y,w,u,w,t,p,,d,w
p,4.9,c,i,y,f,,c,r,6.13,6.78,,,w,,,f,f,,d,u
e,10.11,f,e,b,f,,c,b,4.53,18.96,,,w,,,t,f,,d,a
p,8.72,p,,n,f,p,,p,10.71,29.51,c,,n,,,f,f,w,d,u
p,8.6,x,t,n,f,x,c,y,6.73,14.53,,,y,,,f,f,,d,a
e,8.38,f,s,u,f,a,c,w,4.94,16.38,,,w,,,f,f,,d,u
e,6.45,x,t,y,t,x,c,y,6.39,13.96,,,w,,,f,f,,d,u
p,3.8,b,y,n,f,,c,w,5.79,4.37,s,s,w,,,f,f,,d,u
p,9.82,x,e,n,f,a,,n,9.67,13.36,s,,n,,e,f,f,,h,a
e,1.04,p,g,g,f,,,g,3.08,1.51,,,w,,,f,f,,d,s
e,7.42,p,,n,f,a,,w,6.15,12.49,,,w,,,f,f,,d,u
e,7.77,f,,w,f,d,c,y,2.27,11.47,,,w,,,f,f,,d,w
p,15.24,x,h,n,t,p,,e,10.39,34.24,c,,y,,,f,f,,d,u
p,3.01,s,d,w,f,a,d,w,3.42,2.54,,h,w,,,f,f,,g,u
p,7.22,x,e,n,f,a,,n,9.95,14.99,s,,n,,e,f,f,,h,a
p,3.55,b,s,y,f,,c,r,7.31,6.82,,,y,u,w,t,z,r,d,u
e,6.89,f,,n,f,s,c,p,6.32,18.41,b,,u,,,f,f,,d,w
p,2.45,f,,w,f,a,c,w,3.19,3.47,,i,w,,,f,f,,d,u
p,9.04,x,y,w,t,,,p,7.99,14.3,s,,w,,,t,l,,g,u
e,8.49,x,s,n,f,e,c,w,7.82,10.45,,i,n,,,f,f,p,d,s
p,12.88,s,k,n,f,d,c,y,5.68,38.26,,k,n,,,f,f,,d,a
p,5.32,b,t,n,f,,,n,11.64,6.55,,,w,,,t,,k,g,u
e,4.5,x,,n,f,x,c,w,6.2,3.89,,,w,,,f,f,,d,a
p,1.71,x,s,o,f,d,,o,2.81,5.15,,,y,,,f,f,,m,a
e,3.34,x,d,p,f,a,c,o,4.5,6.18,,,e,,,f,f,,m,a
e,9.2,x,s,n,f,e,c,w,6.86,10.04,,i,n,,,f,f,p,d,u
e,11.69,f,e,b,f,,c,b,5.27,22.2,,,w,,,t,f,,d,a
p,2.71,f,d,y,f,a,,r,4.86,5.42,,t,y,,,f,f,,d,a
p,10.89,o,,n,f,f,f,f,3.62,24.61,,g,n,,,f,f,,d,s
p,7.74,b,t,w,f,e,c,w,13.81,12.74,,y,w,u,w,t,e,,d,u
e,4.38,x,,w,f,a,,r,6.48,7.17,,,w,,,f,f,,l,a
e,7.21,f,s,y,f,a,d,w,8.97,13.62,,i,n,,,t,,w,d,a
e,2.23,s,y,n,f,d,d,p,6.84,4.01,,i,n,,,f,f,,h,u
p,10.84,x,e,n,t,p,,e,9.79,25.71,,,e,,,f,f,,d,a
e,7.28,s,,y,f,a,c,w,6.52,16.56,,,w,,,f,f,,d,w
p,4.12,x,t,o,f,a,c,n,3.89,5.04,,y,n,,,t,z,,d,w
e,6.66,b,h,g,f,s,d,g,4.57,9.44,,s,g,,,f,f,,d,a
e,10.53,s,t,w,t,d,c,o,6.25,17.03,,,w,,,f,f,,d,a
p,4.12,b,s,y,f,,c,k,8.44,8.11,,,y,u,w,t,z,k,d,a
p,3.34,f,d,b,f,x,c,w,4.54,3.31,b,s,n,,,f,f,,d,a
e,5.93,x,t,n,f,e,,w,13.99,13.72,,s,n,u,w,f,f,,d,u
p,5.16,f,l,n,f,x,d,y,6.23,5.26,,,y,,,f,f,,l,a
p,0.8,x,g,y,f,,,y,3.5,0.68,,,y,,,f,f,,d,u
p,0.54,x,g,e,f,a,,n,3.81,0.88,,h,k,,,f,f,,d,w
p,0.61,x,g,e,f,a,,p,3.93,0.94,,h,k,,,f,f,,d,u
p,1.97,b,,n,f,a,,g,5.12,2.05,,s,g,,,f,f,,d,u
p,1.16,x,g,w,f,a,d,w,3.31,1.54,,,e,,,f,f,,l,a
p,3.67,f,d,b,f,x,c,w,4.68,2.89,b,s,n,,,f,f,,d,a
p,3.04,b,,n,f,a,,k,8.45,2.41,,,g,,w,f,f,k,g,u
e,7.9,f,s,n,f,s,,n,9.35,13.48,,i,o,,,f,f,,d,a
p,5.55,o,k,n,f,,c,o,1.25,14.54,,,y,,,f,f,,d,a
p,4.77,x,,w,f,,c,w,2.95,10.99,,,y,,,f,f,,d,a
e,7.12,x,t,g,f,a,d,n,6.67,5.83,,t,g,,,t,l,,d,a
p,3.06,b,t,l,f,s,c,g,6.03,7.11,,y,l,,,t,e,k,m,a
e,7.94,x,,g,t,p,,g,10.32,22.41,,y,w,,,f,f,,d,u
p,11.87,x,s,y,f,s,,p,8.13,17.38,,i,n,,,f,f,,d,a
e,12.32,x,h,n,t,p,,y,9.21,22.9,,,n,,,f,f,,d,a
p,3.61,f,k,w,f,s,,p,4.51,3.24,,,n,,,f,f,p,g,a
e,7.2,x,,n,t,p,,g,11.43,24.0,,y,w,,,f,f,,d,a
p,6.63,s,d,o,f,d,c,y,4.41,7.9,,,y,,,f,f,,d,a
e,5.9,f,s,b,f,x,c,w,7.03,10.43,,s,n,,,f,f,,l,w
e,4.74,x,t,n,f,p,d,y,7.07,11.21,,s,n,,,f,f,,h,u
p,7.94,x,i,n,f,a,c,n,7.17,7.09,,i,n,,k,t,z,k,d,u
p,1.46,x,g,y,f,d,d,n,1.68,2.43,,s,n,,,f,f,,d,u
p,1.65,x,,n,f,,,k,4.92,2.48,,s,n,,,f,f,k,g,a
e,8.61,x,s,w,t,e,,n,7.66,16.43,s,,w,,,t,l,,m,a
e,4.83,x,,w,f,d,,r,7.28,7.52,,,r,,,f,f,,d,u
p,3.02,o,,w,f,f,f,f,4.79,21.76,,g,w,,,t,f,,d,u
e,5.68,p,y,w,f,e,c,n,5.83,13.37,,,w,,w,t,e,,g,a
p,5.55,f,,y,f,s,d,y,6.05,13.2,,i,y,,,f,f,,d,a
e,2.53,f,y,n,f,d,d,p,6.7,3.69,,i,n,,,f,f,,h,a
p,6.65,s,,n,t,d,c,p,5.56,6.03,,,e,,,f,f,,d,a
p,15.59,f,k,n,f,d,c,y,6.23,41.76,,k,n,,,f,f,,d,a
e,1.69,x,g,y,f,a,,w,5.08,1.54,,t,y,,,f,f,,g,a
p,4.93,b,s,k,f,e,,g,5.01,6.53,,,k,,,f,f,,g,u
p,8.9,f,,n,f,x,c,w,10.37,11.19,r,i,w,,,f,f,,d,u
p,4.14,s,,u,f,a,,w,4.29,7.56,,,w,,,f,f,,d,u
e,1.31,f,w,n,f,,d,k,4.72,2.44,,,w,,,f,f,,g,a
p,7.9,s,,y,t,d,,o,4.93,12.91,,,w,,,t,f,,d,u
p,6.18,f,,y,f,s,d,y,6.02,11.4,,i,y,,,f,f,,d,a
p,2.34,c,h,n,f,,,n,7.61,3.1,,,y,,,f,f,,g,u
p,3.25,b,y,n,f,,c,u,4.91,4.51,s,s,w,,,f,f,,d,a
e,7.19,x,h,y,f,p,,y,7.77,15.1,,,y,,y,t,,,d,a
p,2.22,x,s,o,f,d,,o,2.52,5.54,,,y,,,f,f,,m,a
p,2.75,s,w,o,t,d,c,y,3.26,4.84,,,n,,,f,f,,d,a
e,3.4,x,h,n,f,,c,n,6.27,6.52,,s,w,,w,f,f,k,d,u
p,3.79,x,y,y,f,a,,w,5.65,3.56,,y,y,,,t,r,,g,a
p,12.62,p,,n,f,p,,w,10.11,35.22,c,,n,,,f,f,w,d,a
e,10.48,f,,n,f,s,c,b,8.51,18.93,,,b,,,f,f,,l,w
p,4.25,f,l,n,f,x,d,y,6.03,4.48,,,y,,,f,f,,l,a
e,4.19,b,g,n,f,x,d,w,4.39,3.07,,,y,,,f,f,,g,a
p,5.53,x,,e,f,,c,r,3.75,13.26,,,y,,,f,f,,d,a
e,1.32,x,t,y,f,a,,w,5.87,2.17,,t,y,,,f,f,,h,u
e,8.38,p,,g,f,a,,w,7.67,14.7,,,g,,,f,f,,g,a
e,13.16,f,,w,f,d,c,y,2.84,16.49,,,w,,,f,f,,d,a
e,2.15,f,h,n,f,,c,n,4.6,5.27,,s,w,,w,f,f,k,d,u
e,7.88,x,,n,f,a,,w,8.47,14.78,,,w,,,f,f,,g,a
p,4.27,f,d,n,f,x,c,w,5.28,2.98,b,s,n,,,f,f,,l,u
e,7.73,x,i,n,f,e,c,n,4.33,12.58,,,w,,,t,r,,w,u
p,7.33,x,i,n,f,a,c,n,8.28,7.88,,i,n,,k,t,z,k,d,u
p,7.0,f,,y,f,x,c,y,6.63,12.26,,,w,,,f,f,,d,a
p,3.85,f,l,n,f,x,d,n,5.99,4.87,,,n,,,f,f,,d,u
e,4.42,f,h,n,f,,c,n,6.66,7.18,,s,w,,w,f,f,k,d,a
e,6.22,x,,y,f,e,,w,5.84,11.31,b,,y,u,w,t,g,,d,u
e,5.44,x,h,n,f,x,c,n,5.17,5.71,,y,n,,,t,r,,d,w
p,1.91,b,,g,f,a,,g,4.27,1.77,,s,n,,,f,f,,d,u
e,6.47,c,t,n,f,e,,w,12.6,13.37,,s,w,u,w,f,f,,d,a
e,9.88,o,,n,f,,,w,4.65,25.85,,,n,,,f,f,,d,u
e,5.91,f,s,n,f,s,c,w,6.37,9.73,b,i,n,,,f,f,,l,u
p,1.47,b,g,w,f,,c,n,5.44,2.93,,,n,,,f,f,,m,s
p,2.5,x,g,e,f,a,,w,8.02,2.52,,,w,,,f,f,,d,u
e,9.66,x,s,n,f,e,c,p,6.02,10.43,,i,w,,,f,f,p,d,a
e,5.29,x,s,n,f,p,,n,5.71,11.52,,,e,,,f,f,,d,u
p,9.67,x,,u,t,x,,n,10.43,21.43,s,,u,,u,f,f,,d,a
e,9.32,x,e,l,f,x,c,w,7.23,20.12,,,w,,,f,f,,d,a
e,9.69,x,t,n,f,p,d,y,7.66,12.99,,s,n,,,f,f,,d,a
e,1.31,x,s,y,f,a,,w,4.87,1.23,,t,y,,,f,f,,g,a
p,5.23,f,d,n,t,d,c,w,5.6,8.3,,,n,,,f,f,,d,a
p,5.55,x,s,n,t,s,d,w,6.38,15.59,r,y,w,,,f,f,,d,u
e,21.08,f,t,k,f,a,d,y,7.4,20.0,,,w,,,f,f,w,d,u
p,7.21,x,y,y,f,a,c,y,10.22,11.12,,y,n,,,t,,,d,u
e,10.38,x,s,u,f,x,,n,7.49,21.32,,,n,,,f,f,,d,u
p,4.16,f,,u,f,a,,w,4.5,7.93,,,w,,,f,f,,d,u
p,5.4,x,e,e,f,a,,n,8.19,10.11,,,y,,w,t,z,,d,a
e,4.44,x,h,o,f,a,d,w,6.31,5.76,,s,o,,,f,f,,d,w
e,8.99,s,l,w,f,d,,w,3.66,10.37,,,w,,,f,f,,g,u
p,5.82,c,i,y,f,,c,n,6.5,7.08,,,w,,,f,f,,d,a
p,2.19,b,,n,f,a,,g,5.48,2.4,,s,n,,,f,f,,d,a
e,4.81,f,,w,f,x,c,w,6.82,4.48,,,w,,,f,f,,d,a
p,7.72,p,g,n,f,e,,w,8.98,17.12,,y,w,u,w,t,p,,d,u
e,8.59,x,t,y,t,x,c,y,9.57,17.95,,,w,,,f,f,,d,a
p,8.95,x,h,r,f,,c,w,10.53,14.75,,,w,u,w,t,g,,d,u
